id,text,created_at,lang,author_id,retweet_count,urls
1577071767457533952,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T23:03:04Z,pt,1575951459669131267,32,[]
1577071502536888320,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T23:02:01Z,pt,1346666415818997763,32,[]
1577059725761740800,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T22:15:13Z,pt,980869061998514177,32,[]
1577058421580664834,"Fotos novas do gato na semana da moda em Paris! 🇫🇷

📸 @ lartdefanny via IG

#josephquinn #josephquinnbrasil #eddiemunson #hellfireclub #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 #strangerthingsbrasil #lesmiserables #makeupmovie #kin #operacaooverlord https://t.co/yQGoLlIgRP",2022-10-03T22:10:02Z,pt,1555165071596216322,0,"['https://t.co/yQGoLlIgRP', 'https://t.co/yQGoLlIgRP']"
1577057989596282880,"Já desejou o abraço do Joe hoje ?! Pq eu tô desejando desde que acordei hoje! hahaha
Joe com fã em Paris 

📸 Via Pinterest 

#josephquinn #josephquinnbrasil #eddiemunson #hellfireclub #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 #strangerthingsbrasil #lesmiserables https://t.co/v3tKxQZAkQ",2022-10-03T22:08:19Z,pt,1555165071596216322,0,['https://t.co/v3tKxQZAkQ']
1577055379498074112,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T21:57:57Z,pt,984491304443895808,32,[]
1577023099840565249,"RT @josephquinnbr_2: Disco party no estilo Elvis Presley!!! 🕺🪩 Joseph o homem incrível que você é!!!! 

📸 Via @/adelecany 

#josephquinn #j…",2022-10-03T19:49:41Z,pt,1559194417579294723,1,[]
1577023051384119296,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T19:49:29Z,pt,1458956816453414922,32,[]
1577022719165534208,"Disco party no estilo Elvis Presley!!! 🕺🪩 Joseph o homem incrível que você é!!!! 

📸 Via @/adelecany 

#josephquinn #josephquinnbrasil #eddiemunson #hellfireclub #eddiemunsonfandom #eddiemunsonbrasil #strangerthings4 #strangerthingsbrasil #lesmiserables #makeupmovie #kin https://t.co/0Q3lHFdDwQ",2022-10-03T19:48:10Z,pt,1555165071596216322,1,['https://t.co/0Q3lHFdDwQ']
1577017845883412481,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T19:28:48Z,pt,999118992148180992,32,[]
1577016974789353474,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T19:25:21Z,pt,1387870706038452229,32,[]
1577016455450701824,"RT @jqfbrazil: E esse vídeo promo de Stranger Things 4? Lembravam dele? 
Precisa ser exaltado 🤤😍

#josephquinn #eddiemunson #strangerthings…",2022-10-03T19:23:17Z,pt,1573050141199704064,2,[]
1577014295275397121,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T19:14:42Z,pt,914258733248770049,32,[]
1577010775494778880,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T19:00:42Z,pt,860982096998932480,32,[]
1577005211427962881,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:38:36Z,pt,1395413424113389570,32,[]
1577005043047276545,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:37:56Z,pt,306913843,32,[]
1577004976760815618,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:37:40Z,pt,1454907869711720450,32,[]
1577004897815466003,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:37:21Z,pt,1297958680411934720,32,[]
1577004852261318657,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:37:10Z,pt,1350861223944982528,32,[]
1577004849614319616,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:37:10Z,pt,1563217356863983618,32,[]
1577004827024187392,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:37:04Z,pt,1273813820058804230,32,[]
1577004515190280192,"RT @sthingscombr: Não podemos esquecer do aniversário do Will… Noah Schnapp está completando 18 anos hoje! 🥳🎂❤️💕

Créditos da imagem: @almi…",2022-10-03T18:35:50Z,pt,1374405493297348615,32,[]
